region,date,"case fatality rate (cfr) -  
 confirmed & probable cases",case fatality rate (cfr) - confirmed & probable cases,contacts lost to follow-up,contacts seen,"contacts who completed 21 day  
 follow-up",contacts who completed 21 day follow-up,cumulative (confirmed + probable + suspected),cumulative (confirmed + probable + suspects),cumulative cfr,cumulative admission/isolation,cumulative cases among hcw,"cumulative confirmed, probable and suspected cases",cumulative deaths among hcw,currently under follow-up,new case/s (probable),new case/s (suspected),new admissions,new case/s (confirmed),newly reported cases in hcw,newly reported deaths in hcw,newly reported contacts,newly reported deaths,specimens collected,specimens pending for testing,total case/s (probable),total case/s (suspected),"total number of confirmed cases  
 of guinean nationality","total number of confirmed cases  
 of sierra leonean nationality",total number of confirmed cases of guinean nationality,total number of confirmed cases of sierra leonean nationality,total case/s (confirmed),total confirmed cases,total contacts listed,total death/s in confirmed cases,"total death/s in confirmed,  
 probable, suspected cases","total death/s in confirmed,  probable, suspected cases","total death/s in confirmed, probable, suspected cases",total death/s in probable cases,total death/s in suspected cases,total discharges,"total no. currently in treatment  
 units",total no. currently in treatment units,total probable cases,total specimens tested,total suspected cases
sinoe county,2014-09-11,,,0.0,16.0,,16.0,,,,0.0,0.0,,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,16.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0
bomi county,2014-09-12,,,2.0,72.0,,54.0,,,,0.0,5.0,,5.0,170.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,,,,,,,3.0,0.0,,33.0,350.0,27.0,,,52.0,25.0,0.0,0.0,,0.0,43.0,,6.0
bong county,2014-09-12,,,3.0,0.0,,9.0,,,,0.0,26.0,,6.0,209.0,1.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,,,,0.0,0.0,,44.0,614.0,12.0,,,56.0,14.0,30.0,0.0,,0.0,47.0,,107.0
gbarpolu county,2014-09-12,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0
grand bassa,2014-09-12,,,0.0,0.0,,0.0,,,,0.0,3.0,,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,13.0,61.0,13.0,,,19.0,3.0,3.0,0.0,,0.0,12.0,,21.0
grand cape mount,2014-09-12,,,0.0,77.0,,0.0,,,,0.0,3.0,,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,,6.0,80.0,6.0,,,14.0,3.0,5.0,0.0,,0.0,5.0,,6.0
grand gedeh,2014-09-12,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,2.0,0.0,2.0,0.0,,0.0,0.0,,3.0
lofa county,2014-09-12,,,0.0,289.0,,18.0,,,,21.0,20.0,,17.0,270.0,2.0,0.0,2.0,0.0,0.0,0.0,18.0,2.0,,,,,,,0.0,11.0,,260.0,409.0,170.0,,,373.0,167.0,36.0,8.0,,21.0,388.0,,53.0
margibi county,2014-09-12,,,0.0,982.0,,0.0,,,,0.0,37.0,,19.0,982.0,9.0,3.0,0.0,0.0,1.0,0.0,35.0,10.0,,,,,,,0.0,1.0,,33.0,1322.0,34.0,,,180.0,88.0,58.0,0.0,,0.0,198.0,,191.0
maryland county,2014-09-12,,,0.0,6.0,,0.0,,,,0.0,0.0,,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,6.0,0.0,,,4.0,4.0,0.0,0.0,,0.0,9.0,,3.0
montserrado county,2014-09-12,,,0.0,2151.0,,55.0,,,,216.0,70.0,,32.0,2180.0,21.0,28.0,33.0,0.0,2.0,2.0,368.0,40.0,,,,,,,1.0,0.0,,352.0,4602.0,309.0,,,604.0,148.0,147.0,6.0,,216.0,410.0,,204.0
nimba county,2014-09-12,,,0.0,0.0,,0.0,,,,0.0,6.0,,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,47.0,544.0,32.0,,,91.0,47.0,12.0,0.0,,0.0,67.0,,27.0
river gee county,2014-09-12,,,0.0,3.0,,14.0,,,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,17.0,0.0,,,5.0,0.0,5.0,0.0,,0.0,3.0,,6.0
rivercess county,2014-09-12,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.0,6.0,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0
sinoe county,2014-09-12,,,0.0,0.0,,16.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.0,16.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,,2.0
bomi county,2014-09-13,,,2.0,156.0,,54.0,,,,0.0,5.0,,5.0,158.0,0.0,1.0,1.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,,,,,3.0,0.0,,33.0,410.0,27.0,,,53.0,26.0,0.0,0.0,,0.0,43.0,0.0,7.0
bong county,2014-09-13,,,3.0,0.0,,9.0,,,,0.0,26.0,,6.0,209.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,0.0,0.0,,50.0,620.0,12.0,,,56.0,14.0,30.0,0.0,,0.0,47.0,0.0,107.0
gbarpolu county,2014-09-13,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
grand bassa,2014-09-13,,,0.0,0.0,,0.0,,,,0.0,3.0,,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,13.0,61.0,13.0,,,19.0,3.0,3.0,0.0,,0.0,12.0,0.0,21.0
grand cape mount,2014-09-13,,,0.0,77.0,,0.0,,,,0.0,3.0,,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,6.0,80.0,6.0,,,14.0,3.0,5.0,0.0,,0.0,5.0,0.0,6.0
grand gedeh,2014-09-13,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,3.0
lofa county,2014-09-13,,,0.0,308.0,,17.0,,,,24.0,20.0,,17.0,308.0,8.0,0.0,8.0,0.0,0.0,0.0,23.0,1.0,4.0,4.0,,,,,0.0,11.0,,260.0,432.0,170.0,,,374.0,168.0,36.0,4.0,,24.0,394.0,15.0,53.0
margibi county,2014-09-13,,,0.0,982.0,,99.0,,,,0.0,37.0,,19.0,982.0,13.0,9.0,6.0,1.0,0.0,0.0,22.0,4.0,0.0,0.0,,,,,0.0,1.0,,34.0,1344.0,34.0,,,184.0,90.0,60.0,0.0,,0.0,211.0,0.0,200.0
maryland county,2014-09-13,,,0.0,6.0,,0.0,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,6.0,0.0,,,4.0,4.0,0.0,0.0,,0.0,9.0,0.0,3.0
montserrado county,2014-09-13,,,7.0,2220.0,,171.0,,,,0.0,70.0,,32.0,2242.0,3.0,14.0,0.0,0.0,0.0,0.0,58.0,4.0,0.0,0.0,,,,,1.0,0.0,,352.0,4660.0,309.0,,,608.0,151.0,148.0,0.0,,0.0,413.0,0.0,218.0
nimba county,2014-09-13,,,0.0,361.0,,228.0,,,,0.0,6.0,,2.0,361.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,12.0,,,,,0.0,0.0,,47.0,544.0,32.0,,,92.0,48.0,12.0,0.0,,0.0,75.0,0.0,27.0
river gee county,2014-09-13,,,0.0,3.0,,14.0,,,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,17.0,0.0,,,5.0,0.0,5.0,0.0,,0.0,3.0,0.0,6.0
rivercess county,2014-09-13,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,6.0,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
sinoe county,2014-09-13,,,0.0,0.0,,16.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,16.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0
bomi county,2014-09-14,,70.0,0.0,0.0,,0.0,,,,0.0,5.0,,5.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,0.0,,33.0,410.0,27.0,,,53.0,26.0,0.0,0.0,,0.0,43.0,0.0,7.0
bong county,2014-09-14,,27.0,0.0,200.0,,0.0,,,,0.0,26.0,,6.0,200.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,,50.0,620.0,12.0,,,61.0,14.0,35.0,0.0,,0.0,48.0,0.0,111.0
gbarpolu county,2014-09-14,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
grand bassa,2014-09-14,,46.0,0.0,0.0,,0.0,,,,0.0,3.0,,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,18.0,61.0,13.0,,,19.0,3.0,3.0,0.0,,0.0,17.0,0.0,19.0
grand cape mount,2014-09-14,,82.0,0.0,77.0,,0.0,,,,0.0,3.0,,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,0.0,1.0,,6.0,80.0,6.0,,,14.0,3.0,5.0,0.0,,0.0,5.0,0.0,6.0
grand gedeh,2014-09-14,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,3.0
lofa county,2014-09-14,,51.0,0.0,291.0,,8.0,,,,22.0,20.0,,17.0,291.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,6.0,6.0,,,,,0.0,11.0,,264.0,432.0,171.0,,,375.0,168.0,36.0,2.0,,22.0,397.0,4.0,53.0
margibi county,2014-09-14,,52.0,0.0,912.0,,0.0,,,,0.0,37.0,,19.0,912.0,10.0,2.0,0.0,0.0,0.0,0.0,29.0,9.0,0.0,0.0,,,,,0.0,1.0,,34.0,1373.0,36.0,,,193.0,96.0,61.0,0.0,,0.0,221.0,0.0,202.0
maryland county,2014-09-14,,100.0,0.0,6.0,,0.0,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,6.0,0.0,,,4.0,4.0,0.0,0.0,,0.0,4.0,0.0,2.0
montserrado county,2014-09-14,,63.0,1.0,2155.0,,12.0,,,,224.0,71.0,,33.0,2180.0,5.0,18.0,28.0,0.0,1.0,1.0,181.0,22.0,0.0,0.0,,,,,1.0,0.0,,352.0,4841.0,328.0,,,630.0,154.0,148.0,9.0,,224.0,418.0,0.0,236.0
nimba county,2014-09-14,,66.0,0.0,0.0,,0.0,,,,0.0,6.0,,2.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,47.0,544.0,32.0,,,92.0,48.0,12.0,0.0,,0.0,75.0,0.0,27.0
river gee county,2014-09-14,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,17.0,0.0,,,5.0,0.0,5.0,0.0,,0.0,3.0,0.0,6.0
rivercess county,2014-09-14,,100.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,6.0,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
sinoe county,2014-09-14,,100.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,16.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0
bomi county,2014-09-15,,,0.0,156.0,,0.0,,,,0.0,5.0,,5.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,,,,,3.0,0.0,,33.0,410.0,27.0,,,55.0,28.0,0.0,0.0,,0.0,44.0,0.0,7.0
bong county,2014-09-15,,,0.0,187.0,,16.0,,,,2.0,26.0,,6.0,187.0,3.0,7.0,2.0,3.0,0.0,0.0,51.0,4.0,0.0,0.0,,,,,0.0,0.0,,53.0,671.0,12.0,,,65.0,14.0,39.0,0.0,,2.0,51.0,0.0,118.0
gbarpolu county,2014-09-15,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
grand bassa,2014-09-15,,,0.0,0.0,,0.0,,,,0.0,3.0,,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,18.0,61.0,13.0,,,19.0,3.0,3.0,0.0,,0.0,17.0,0.0,19.0
grand cape mount,2014-09-15,,,0.0,0.0,,0.0,,,,0.0,3.0,,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,6.0,80.0,6.0,,,14.0,3.0,5.0,0.0,,0.0,5.0,0.0,6.0
grand gedeh,2014-09-15,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,3.0
lofa county,2014-09-15,,,0.0,276.0,,0.0,,,,22.0,20.0,,17.0,291.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,6.0,6.0,,,,,0.0,11.0,,266.0,432.0,172.0,,,378.0,170.0,36.0,1.0,,21.0,398.0,0.0,53.0
margibi county,2014-09-15,,,0.0,1537.0,,0.0,,,,0.0,37.0,,19.0,1537.0,5.0,4.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,,,,,0.0,1.0,,34.0,1537.0,36.0,,,197.0,98.0,63.0,0.0,,0.0,221.0,0.0,202.0
maryland county,2014-09-15,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,6.0,0.0,,,4.0,4.0,0.0,0.0,,0.0,4.0,0.0,2.0
montserrado county,2014-09-15,,,2.0,2205.0,,124.0,,,,224.0,71.0,,33.0,2265.0,20.0,33.0,18.0,0.0,3.0,0.0,322.0,15.0,0.0,0.0,,,,,1.0,0.0,,352.0,5494.0,330.0,,,645.0,154.0,161.0,8.0,,218.0,438.0,0.0,269.0
nimba county,2014-09-15,,,0.0,350.0,,11.0,,,,0.0,7.0,,2.0,350.0,24.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,1.0,1.0,,,,,0.0,0.0,,59.0,544.0,32.0,,,95.0,51.0,12.0,0.0,,0.0,87.0,0.0,25.0
river gee county,2014-09-15,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,17.0,0.0,,,5.0,0.0,5.0,0.0,,0.0,3.0,0.0,6.0
rivercess county,2014-09-15,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,6.0,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
sinoe county,2014-09-15,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.0,16.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,,2.0
bomi county,2014-09-16,,,2.0,268.0,,73.0,,,,0.0,,,,270.0,1.0,0.0,0.0,0.0,,,131.0,0.0,,,,,,,3.0,0.0,,33.0,343.0,27.0,,,55.0,28.0,0.0,0.0,,0.0,45.0,,7.0
bong county,2014-09-16,,,0.0,222.0,,0.0,,,,3.0,,,,222.0,1.0,1.0,1.0,0.0,,,11.0,2.0,,,,,,,0.0,0.0,,53.0,682.0,12.0,,,67.0,15.0,40.0,0.0,,3.0,52.0,,119.0
gbarpolu county,2014-09-16,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0
grand bassa,2014-09-16,,,0.0,73.0,,0.0,,,,0.0,,,,153.0,13.0,8.0,0.0,2.0,,,2.0,0.0,,,,,,,0.0,0.0,,40.0,153.0,13.0,,,19.0,3.0,3.0,0.0,,0.0,30.0,,27.0
grand cape mount,2014-09-16,,,0.0,0.0,,0.0,,,,0.0,,,,77.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,1.0,,6.0,80.0,6.0,,,14.0,3.0,5.0,0.0,,0.0,5.0,,6.0
grand gedeh,2014-09-16,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,2.0,0.0,2.0,0.0,,0.0,0.0,,3.0
lofa county,2014-09-16,,,0.0,276.0,,17.0,,,,21.0,,,,291.0,7.0,0.0,7.0,2.0,,,10.0,5.0,,,,,,,0.0,11.0,,268.0,442.0,176.0,,,383.0,171.0,36.0,0.0,,21.0,405.0,,53.0
margibi county,2014-09-16,,,0.0,1577.0,,0.0,,,,0.0,,,,1577.0,3.0,7.0,0.0,0.0,,,34.0,4.0,,,,,,,0.0,1.0,,34.0,1577.0,36.0,,,201.0,99.0,66.0,0.0,,0.0,224.0,,209.0
maryland county,2014-09-16,,,0.0,0.0,,0.0,,,,0.0,,,,6.0,1.0,1.0,0.0,0.0,,,0.0,1.0,,,,,,,0.0,0.0,,0.0,6.0,0.0,,,8.0,5.0,3.0,0.0,,0.0,5.0,,3.0
montserrado county,2014-09-16,,,4.0,2245.0,,45.0,,,,252.0,,,,2271.0,16.0,26.0,44.0,0.0,,,295.0,35.0,,,,,,,1.0,0.0,,352.0,5789.0,353.0,,,681.0,156.0,172.0,17.0,,252.0,454.0,,295.0
nimba county,2014-09-16,,,0.0,307.0,,43.0,,,,0.0,,,,307.0,0.0,4.0,0.0,0.0,,,0.0,6.0,,,,,,,0.0,0.0,,59.0,544.0,35.0,,,101.0,54.0,12.0,0.0,,0.0,87.0,,29.0
river gee county,2014-09-16,,,1.0,4.0,,0.0,,,,0.0,,,,4.0,0.0,3.0,0.0,0.0,,,2.0,1.0,,,,,,,0.0,0.0,,0.0,19.0,0.0,,,6.0,0.0,6.0,0.0,,0.0,3.0,,9.0
rivercess county,2014-09-16,,,0.0,0.0,,0.0,,,,0.0,,,,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,1.0,6.0,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0
sinoe county,2014-09-16,,,0.0,0.0,,0.0,,,,0.0,,,,22.0,0.0,3.0,0.0,0.0,,,6.0,0.0,,,,,,,0.0,0.0,,1.0,22.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,,5.0
bomi county,2014-09-17,,,0.0,274.0,,0.0,,,,0.0,5.0,,5.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,,,,,,,3.0,0.0,,33.0,350.0,27.0,,,56.0,29.0,0.0,0.0,,0.0,45.0,,7.0
bong county,2014-09-17,,,0.0,226.0,,7.0,,,,2.0,26.0,,6.0,226.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,0.0,0.0,,53.0,682.0,12.0,,,71.0,15.0,44.0,0.0,,2.0,53.0,,123.0
gbarpolu county,2014-09-17,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0
grand bassa,2014-09-17,,,0.0,81.0,,0.0,,,,0.0,3.0,,1.0,81.0,1.0,1.0,0.0,2.0,0.0,0.0,24.0,3.0,,,,,,,0.0,0.0,,42.0,172.0,14.0,,,21.0,4.0,3.0,0.0,,0.0,31.0,,28.0
grand cape mount,2014-09-17,,,0.0,0.0,,0.0,,,,0.0,3.0,,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,,6.0,80.0,6.0,,,14.0,3.0,5.0,0.0,,0.0,5.0,,6.0
grand gedeh,2014-09-17,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,2.0,0.0,2.0,0.0,,0.0,0.0,,3.0
grand kru,2014-09-17,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,,,,,,,0.0,0.0,,1.0,13.0,1.0,,,2.0,1.0,0.0,0.0,,0.0,2.0,,0.0
lofa county,2014-09-17,,,0.0,257.0,,15.0,,,,25.0,20.0,,17.0,291.0,7.0,0.0,7.0,7.0,0.0,0.0,3.0,5.0,,,,,,,0.0,11.0,,275.0,445.0,178.0,,,388.0,174.0,36.0,2.0,,25.0,412.0,,53.0
margibi county,2014-09-17,,,4.0,1593.0,,0.0,,,,0.0,37.0,,19.0,1593.0,6.0,8.0,0.0,1.0,0.0,0.0,26.0,1.0,,,,,,,0.0,1.0,,35.0,1601.0,36.0,,,202.0,99.0,67.0,0.0,,0.0,230.0,,217.0
maryland county,2014-09-17,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,3.0,6.0,3.0,,,8.0,2.0,3.0,0.0,,0.0,2.0,,3.0
montserrado county,2014-09-17,,,3.0,2531.0,,92.0,,,,247.0,71.0,,33.0,2588.0,15.0,38.0,42.0,0.0,0.0,0.0,289.0,23.0,,,,,,,1.0,0.0,,352.0,6078.0,354.0,,,694.0,157.0,183.0,22.0,,247.0,469.0,,333.0
nimba county,2014-09-17,,,0.0,307.0,,43.0,,,,0.0,7.0,,2.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,59.0,544.0,35.0,,,101.0,54.0,12.0,0.0,,0.0,87.0,,29.0
river gee county,2014-09-17,,,1.0,4.0,,0.0,,,,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,19.0,0.0,,,6.0,0.0,6.0,0.0,,0.0,3.0,,9.0
rivercess county,2014-09-17,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.0,6.0,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0
sinoe county,2014-09-17,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.0,22.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,,5.0
bomi county,2014-09-20,,,,,,,,,,,6.0,,5.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,3.0,0.0,,33.0,,,,,,,,,,,45.0,,7.0
bong county,2014-09-20,,,,,,,,,,,26.0,,7.0,,4.0,6.0,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,,53.0,,,,,,,,,,,57.0,,129.0
gbarpolu county,2014-09-20,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,0.0,,1.0
grand bassa,2014-09-20,,,,,,,,,,,3.0,,1.0,,2.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,42.0,,,,,,,,,,,33.0,,28.0
grand cape mount,2014-09-20,,,,,,,,,,,3.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,1.0,,6.0,,,,,,,,,,,5.0,,6.0
grand gedeh,2014-09-20,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,0.0,,3.0
grand kru,2014-09-20,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,0.0,,0.0
lofa county,2014-09-20,,,,,,,,,,,21.0,,17.0,,4.0,0.0,,0.0,1.0,0.0,,,,,,,,,0.0,11.0,,275.0,,,,,,,,,,,416.0,,53.0
margibi county,2014-09-20,,,,,,,,,,,41.0,,20.0,,2.0,4.0,,2.0,2.0,0.0,,,,,,,,,0.0,1.0,,37.0,,,,,,,,,,,232.0,,221.0
maryland county,2014-09-20,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,5.0,,3.0
montserrado county,2014-09-20,,,,,,,,,,,72.0,,33.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,1.0,0.0,,352.0,,,,,,,,,,,469.0,,333.0
nimba county,2014-09-20,,,,,,,,,,,7.0,,2.0,,14.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,60.0,,,,,,,,,,,108.0,,31.0
river gee county,2014-09-20,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,3.0,,9.0
